StudentID,Age,Gender,Major,GPA,ActualYearOfStudy,PredictedYearOfStudy,IsCorrect,TopScore
127,28,Male,Arts,2.55,5,4,false,0.2397
128,26,Non-Binary,Engineering,3.31,5,4,false,0.2322
129,27,Non-Binary,Computer Science,2.61,3,5,false,0.2332
130,19,Female,Law,3.4,4,1,false,0.2174
131,27,Male,Mathematics,4,4,4,true,0.2627
132,20,Male,Psychology,3.53,4,4,true,0.238
133,28,Female,Law,3.92,4,4,true,0.2479
134,21,Male,Psychology,3.05,2,4,false,0.2301
135,26,Non-Binary,Education,2.28,2,5,false,0.2478
136,19,Male,Data Science,3.16,5,4,false,0.2272
137,25,Male,Nursing,3.73,5,4,false,0.2542
138,18,Male,Mathematics,3.85,4,4,true,0.2381
139,22,Non-Binary,Data Science,3.99,5,4,false,0.235
140,27,Non-Binary,Engineering,3,1,4,false,0.2274
141,23,Female,Nursing,3.16,3,4,false,0.2216
142,25,Non-Binary,Computer Science,3.03,1,5,false,0.2244
143,25,Non-Binary,Mathematics,4,1,4,false,0.2404
144,21,Male,Mathematics,3.84,5,4,false,0.2455
145,26,Male,Computer Science,3.87,4,4,true,0.2591
146,18,Female,Engineering,3.54,4,4,true,0.2199
147,23,Non-Binary,Psychology,2.72,3,5,false,0.226
148,25,Female,Arts,3.59,5,4,false,0.2399
149,21,Female,Arts,3.99,3,4,false,0.2393
150,25,Male,Arts,3.71,3,4,false,0.2587
151,27,Male,Nursing,2.49,4,4,true,0.2308
152,19,Male,Law,1.9,3,1,false,0.2339
153,21,Male,Economics,2.46,4,5,false,0.2173
154,19,Non-Binary,Biology,2.97,4,1,false,0.2163
155,27,Female,Economics,3.32,4,4,true,0.2327
156,20,Male,Psychology,4,2,4,false,0.248
157,22,Female,Computer Science,3.42,3,4,false,0.2243
158,18,Non-Binary,Nursing,3.68,1,4,false,0.2184
159,25,Non-Binary,Law,3.37,5,4,false,0.2276
160,19,Male,Education,2.36,1,5,false,0.2259
161,21,Male,Economics,3.27,3,4,false,0.234
162,21,Female,Arts,3.29,5,4,false,0.2239
163,24,Female,Business,4,1,4,false,0.2413
164,26,Non-Binary,Nursing,3.47,5,4,false,0.2323
165,18,Male,Biology,1.88,4,1,false,0.2322
166,18,Male,Computer Science,2.95,1,4,false,0.2196
167,28,Non-Binary,Engineering,3.55,4,4,true,0.2406
168,25,Female,Data Science,3.08,2,4,false,0.2234
169,19,Male,Data Science,2.38,2,1,false,0.2222
170,20,Male,Computer Science,3.72,4,4,true,0.2412
171,26,Non-Binary,Mathematics,3.08,5,5,true,0.2348
172,27,Non-Binary,Computer Science,2.4,4,5,false,0.2358
173,25,Non-Binary,Biology,3.01,3,5,false,0.2243
174,22,Non-Binary,Psychology,2.49,4,5,false,0.2272
175,20,Male,Data Science,2.84,3,4,false,0.2221
176,26,Male,Arts,3.2,3,4,false,0.2489
177,21,Male,Psychology,3.38,3,4,false,0.2364
178,22,Male,Business,3.24,2,4,false,0.2355
179,22,Female,Psychology,2.78,3,5,false,0.2197
180,25,Female,Law,4,4,4,true,0.2427
181,24,Male,Computer Science,3.57,1,4,false,0.2472
182,26,Male,Biology,3.13,4,4,true,0.2417
183,23,Female,Mathematics,3.67,5,4,false,0.23
184,21,Non-Binary,Education,2.78,4,5,false,0.2323
185,27,Male,Nursing,3.28,5,4,false,0.2472
186,20,Female,Engineering,3.64,1,4,false,0.2263
187,22,Male,Computer Science,2.3,4,5,false,0.2208
188,27,Male,Data Science,3.63,2,4,false,0.2548
189,19,Female,Economics,2.51,1,1,true,0.2256
190,19,Non-Binary,Mathematics,3.53,4,5,false,0.2175
191,20,Non-Binary,Biology,2.29,3,5,false,0.2257
192,18,Female,Mathematics,2.49,3,5,false,0.2259
193,26,Non-Binary,Nursing,3.08,1,5,false,0.2247
194,22,Female,Data Science,3.06,2,4,false,0.2161
195,25,Female,Nursing,3.75,4,4,true,0.2374
196,27,Female,Economics,3.16,3,4,false,0.2285
197,23,Non-Binary,Economics,3.04,5,5,true,0.2209
198,22,Female,Economics,3.55,3,4,false,0.2263
199,22,Male,Biology,2.4,1,5,false,0.2193
200,19,Male,Mathematics,2.99,5,4,false,0.2211
201,24,Female,Computer Science,3.39,2,4,false,0.2273
202,22,Non-Binary,Engineering,3.89,1,4,false,0.2344
203,24,Female,Arts,3.63,5,4,false,0.2374
204,26,Male,Psychology,2.53,4,4,true,0.2288
205,26,Male,Data Science,2.04,2,5,false,0.2301
206,28,Female,Economics,3.72,4,4,true,0.2422
207,28,Female,Biology,2.97,4,4,true,0.2259
208,22,Male,Arts,3.44,3,4,false,0.2443
209,21,Male,Arts,3.23,5,4,false,0.2371
210,23,Female,Education,3.4,1,4,false,0.2237
211,20,Non-Binary,Arts,3.19,4,1,false,0.2178
212,26,Female,Mathematics,1.84,2,5,false,0.2484
213,23,Female,Mathematics,3.16,1,5,false,0.2254
214,19,Non-Binary,Computer Science,1.94,4,1,false,0.2316
215,25,Male,Biology,3.02,5,4,false,0.2365
216,26,Male,Education,3.03,4,4,true,0.2373
217,21,Male,Computer Science,3.2,2,4,false,0.2314
218,22,Non-Binary,Education,3.18,3,5,false,0.2282
219,27,Male,Engineering,3.46,4,4,true,0.2534
220,23,Non-Binary,Nursing,2.41,5,5,true,0.2295
221,19,Male,Psychology,2.88,2,4,false,0.2199
222,18,Female,Education,3.33,1,5,false,0.2159
223,20,Female,Nursing,4,2,4,false,0.2309
224,25,Non-Binary,Psychology,3.02,4,5,false,0.2241
225,28,Non-Binary,Nursing,2.58,1,5,false,0.2342
226,21,Female,Law,3.5,5,4,false,0.2219
227,24,Female,Economics,3.22,3,4,false,0.2231
228,19,Non-Binary,Biology,3.29,5,1,false,0.2118
229,18,Female,Engineering,3.88,4,4,true,0.2255
230,21,Non-Binary,Psychology,3.27,4,4,true,0.2159
231,28,Non-Binary,Engineering,3.47,4,4,true,0.2375
232,25,Male,Business,3.77,4,4,true,0.2529
233,28,Male,Law,2.62,3,4,false,0.2333
234,25,Male,Psychology,3.63,1,4,false,0.2501
235,26,Female,Engineering,3.1,3,4,false,0.2273
236,27,Male,Business,3.04,2,4,false,0.2407
237,27,Female,Education,4,4,4,true,0.2441
238,19,Non-Binary,Arts,2.56,5,1,false,0.231
239,20,Non-Binary,Engineering,2.93,1,1,true,0.2167
240,27,Male,Nursing,3.06,3,4,false,0.2413
241,20,Female,Engineering,2.35,2,1,false,0.2271
242,27,Non-Binary,Engineering,2.1,3,5,false,0.2296
243,24,Female,Mathematics,3.56,1,4,false,0.2286
244,18,Male,Law,2.85,2,1,false,0.224
245,25,Female,Psychology,2.68,4,5,false,0.225
246,20,Non-Binary,Education,2.85,4,5,false,0.229
247,28,Female,Economics,3.24,4,4,true,0.231
248,24,Non-Binary,Engineering,3.52,1,4,false,0.2301
249,21,Female,Computer Science,2.47,2,5,false,0.2213
250,18,Male,Nursing,1.98,2,1,false,0.2319
251,22,Female,Biology,3.03,5,5,true,0.2154
252,18,Male,Computer Science,4,2,4,false,0.2404
253,19,Female,Economics,2.37,1,1,true,0.2278
254,27,Male,Engineering,3.52,5,4,false,0.254
255,18,Female,Education,3.65,4,4,true,0.2165
256,20,Female,Biology,3.5,2,4,false,0.2194
257,21,Male,Computer Science,1.82,2,5,false,0.2248
258,20,Female,Computer Science,2.99,4,1,false,0.2152
259,25,Non-Binary,Mathematics,2.84,5,5,true,0.2361
260,26,Male,Computer Science,2.36,4,5,false,0.2251
261,28,Non-Binary,Arts,2.04,3,5,false,0.2181
262,23,Male,Biology,3.62,5,4,false,0.2443
263,20,Non-Binary,Business,3.47,4,4,true,0.2169
264,20,Non-Binary,Law,2.94,5,1,false,0.2188
265,26,Female,Biology,3.93,5,4,false,0.2416
266,24,Male,Computer Science,3.95,4,4,true,0.254
267,27,Female,Computer Science,3.12,5,4,false,0.2262
268,27,Non-Binary,Arts,2.69,5,4,false,0.2207
269,25,Female,Arts,3.32,3,4,false,0.2316
270,27,Female,Nursing,3.34,5,4,false,0.231
271,19,Non-Binary,Data Science,3.05,3,1,false,0.216
272,21,Female,Law,2.74,2,1,false,0.22
273,20,Non-Binary,Economics,2.97,5,5,true,0.2162
274,23,Non-Binary,Nursing,3.28,2,4,false,0.2198
275,26,Non-Binary,Economics,3.82,3,4,false,0.2374
276,27,Non-Binary,Computer Science,2.68,5,5,true,0.2309
277,26,Non-Binary,Computer Science,4,1,4,false,0.2413
278,19,Female,Arts,3.22,2,1,false,0.2231
279,24,Male,Data Science,3.91,3,4,false,0.2528
280,19,Female,Computer Science,3.43,2,4,false,0.2151
281,28,Male,Psychology,1.41,4,5,false,0.2413
282,22,Female,Data Science,2.69,2,5,false,0.2198
283,20,Male,Business,4,5,4,false,0.2452
284,27,Female,Economics,3.18,5,4,false,0.2272
285,24,Female,Biology,3.83,4,4,true,0.2349
286,25,Female,Law,3.15,1,4,false,0.2222
287,25,Non-Binary,Economics,3.8,3,4,false,0.2347
288,26,Male,Psychology,3.5,2,4,false,0.2482
289,19,Male,Business,3.61,2,4,false,0.234
290,20,Male,Data Science,3.77,3,4,false,0.2399
291,19,Female,Mathematics,4,1,4,false,0.2256
292,23,Female,Computer Science,2.74,4,5,false,0.2206
293,20,Male,Economics,3.77,2,4,false,0.2398
294,21,Female,Biology,3.2,2,4,false,0.2148
295,28,Male,Mathematics,4,4,4,true,0.2611
296,25,Male,Business,2.99,5,4,false,0.2344
297,27,Non-Binary,Law,2.6,2,5,false,0.2315
298,22,Male,Psychology,3.34,5,4,false,0.2355
299,21,Female,Computer Science,3.2,3,4,false,0.2147
300,27,Non-Binary,Engineering,1.77,4,5,false,0.2336
301,24,Male,Education,3.41,1,4,false,0.2397
302,24,Non-Binary,Law,2.56,5,5,true,0.2276
303,21,Female,Engineering,3.09,4,4,true,0.2149
304,22,Non-Binary,Mathematics,3.83,4,4,true,0.2269
305,22,Female,Economics,2.99,3,5,false,0.2156
306,26,Male,Business,1.92,2,5,false,0.2333
307,23,Male,Business,2.86,2,4,false,0.2271
308,18,Female,Biology,2.6,3,1,false,0.2275
309,28,Male,Engineering,3.27,1,4,false,0.2492
310,26,Female,Mathematics,2.09,5,5,true,0.244
311,24,Male,Psychology,3.13,1,4,false,0.2353
312,21,Male,Education,3.2,2,4,false,0.2282
313,26,Female,Mathematics,2.92,5,5,true,0.2321
314,28,Male,Psychology,3.49,5,4,false,0.2514
315,20,Non-Binary,Arts,3.24,1,1,true,0.2173
316,24,Female,Mathematics,3.13,4,5,false,0.2263
317,28,Non-Binary,Law,2.7,3,5,false,0.2311
318,26,Non-Binary,Psychology,4,2,4,false,0.2408
319,18,Female,Law,3.99,4,4,true,0.223
320,18,Male,Arts,3.74,1,4,false,0.238
321,25,Non-Binary,Nursing,2.82,1,5,false,0.226
322,25,Male,Economics,3.42,1,4,false,0.2433
323,26,Non-Binary,Data Science,3.15,1,5,false,0.2224
324,22,Male,Psychology,3.02,5,4,false,0.2281
325,18,Male,Education,3.32,3,4,false,0.2231
326,23,Non-Binary,Nursing,2.94,5,5,true,0.2213
327,25,Female,Computer Science,3.75,3,4,false,0.2346
328,23,Male,Data Science,2.54,4,4,true,0.22
329,23,Non-Binary,Mathematics,3.17,3,5,false,0.2278
330,20,Non-Binary,Mathematics,3.55,5,5,true,0.2178
331,22,Female,Nursing,2.85,5,5,true,0.2174
332,28,Female,Computer Science,3.74,3,4,false,0.24
333,27,Female,Arts,3.62,3,4,false,0.2409
334,19,Female,Nursing,3.52,1,4,false,0.2162
335,24,Non-Binary,Business,3.84,5,4,false,0.2325
336,23,Non-Binary,Computer Science,2.68,2,5,false,0.2246
337,27,Female,Mathematics,2.75,2,5,false,0.2356
338,19,Female,Nursing,2.67,2,1,false,0.2239
339,23,Non-Binary,Data Science,2.59,3,5,false,0.2258
340,18,Non-Binary,Mathematics,3.23,2,5,false,0.2184
341,19,Male,Business,2.48,1,1,true,0.2213
342,19,Non-Binary,Nursing,3.09,5,1,false,0.2158
343,25,Female,Psychology,2.7,4,5,false,0.2239
344,28,Male,Education,2.76,3,4,false,0.2328
345,18,Female,Arts,3.34,1,1,true,0.2251
346,24,Female,Education,3.49,4,4,true,0.2251
347,25,Female,Business,3.83,4,4,true,0.2359
348,24,Female,Business,4,4,4,true,0.2375
349,24,Non-Binary,Psychology,3.8,3,4,false,0.2316
350,26,Non-Binary,Data Science,3.3,1,4,false,0.2248
351,28,Non-Binary,Economics,2.36,2,5,false,0.2361
352,19,Male,Computer Science,2.93,5,4,false,0.2182
353,23,Male,Law,2.92,4,4,true,0.227
354,22,Female,Psychology,3.2,5,4,false,0.2162
355,27,Male,Computer Science,3.49,1,4,false,0.2482
356,23,Non-Binary,Engineering,2.45,3,5,false,0.2179
357,27,Female,Education,3.83,5,4,false,0.238
358,18,Female,Arts,2.84,1,1,true,0.2327
359,25,Non-Binary,Economics,3.58,3,4,false,0.2285
360,28,Male,Arts,3.45,5,4,false,0.2547
361,22,Female,Business,2.33,2,5,false,0.2263
362,21,Female,Data Science,2.4,1,5,false,0.2213
363,26,Male,Education,3.62,3,4,false,0.2473
364,25,Male,Engineering,3.5,1,4,false,0.247
365,22,Male,Economics,3.14,3,4,false,0.2296
366,27,Male,Psychology,2.9,3,4,false,0.2355
367,23,Female,Economics,3.06,2,5,false,0.2156
368,19,Male,Law,2.9,4,1,false,0.22
369,24,Female,Computer Science,3.04,2,5,false,0.2172
370,28,Male,Nursing,1.24,1,5,false,0.2427
371,18,Female,Nursing,3.51,2,1,false,0.2153
372,21,Female,Nursing,3.07,3,5,false,0.2125
373,23,Non-Binary,Mathematics,2.18,3,5,false,0.2411
374,20,Male,Engineering,4,1,4,false,0.2459
375,26,Female,Mathematics,3.1,2,5,false,0.2289
376,26,Female,Computer Science,2.68,1,5,false,0.2249
377,23,Non-Binary,Law,3.53,2,4,false,0.2224
378,28,Female,Psychology,3.64,5,4,false,0.2373
379,24,Female,Biology,2.76,5,5,true,0.2209
380,23,Male,Arts,2.97,2,4,false,0.2329
381,25,Male,Mathematics,2.98,5,4,false,0.231
382,19,Male,Economics,3.14,2,4,false,0.222
383,27,Non-Binary,Mathematics,2.67,1,5,false,0.2402
384,27,Male,Nursing,3.52,3,4,false,0.2485
385,24,Male,Data Science,2.82,5,4,false,0.2269
386,24,Male,Education,3.84,3,4,false,0.2475
387,24,Non-Binary,Education,1.74,3,5,false,0.2497
388,19,Male,Business,3.18,5,4,false,0.2229
389,26,Female,Law,3.3,5,4,false,0.2254
390,21,Male,Nursing,3.21,2,4,false,0.2285
391,19,Non-Binary,Law,3.25,2,1,false,0.2183
392,19,Male,Data Science,3.11,5,4,false,0.2212
393,24,Male,Engineering,3.26,4,4,true,0.239
394,24,Male,Business,2.54,4,5,false,0.2211
395,27,Female,Computer Science,3.52,5,4,false,0.2322
396,26,Male,Engineering,2.75,4,4,true,0.2322
397,23,Non-Binary,Arts,3.44,3,4,false,0.2254
398,20,Male,Biology,3.09,3,4,false,0.2231
399,24,Female,Law,3.12,2,4,false,0.2173
400,28,Female,Law,3.51,1,4,false,0.2335
401,20,Female,Arts,2.63,2,1,false,0.2286
402,18,Non-Binary,Nursing,3.12,2,1,false,0.2191
403,27,Male,Engineering,2.99,5,4,false,0.2392
404,25,Female,Computer Science,3.28,2,4,false,0.223
405,18,Female,Law,2.44,4,1,false,0.2356
406,25,Non-Binary,Computer Science,2.54,3,5,false,0.229
407,23,Male,Economics,3.17,2,4,false,0.2317
408,27,Female,Engineering,1.88,4,5,false,0.2274
409,18,Female,Engineering,3.24,1,1,true,0.2217
410,18,Female,Data Science,3.23,3,1,false,0.2193
411,21,Non-Binary,Arts,3.52,2,4,false,0.222
412,24,Non-Binary,Nursing,4,2,4,false,0.2345
413,27,Male,Law,2.94,2,4,false,0.2347
414,18,Non-Binary,Law,2.31,4,1,false,0.2353
415,28,Non-Binary,Computer Science,3.84,2,4,false,0.2388
416,22,Non-Binary,Psychology,2.57,3,5,false,0.224
417,28,Non-Binary,Biology,2.82,5,5,true,0.2286
418,22,Female,Engineering,2.9,3,1,false,0.2119
419,27,Non-Binary,Economics,2.55,3,5,false,0.2315
420,23,Male,Law,1.99,1,5,false,0.224
421,22,Male,Arts,2.49,4,4,true,0.2196
422,19,Non-Binary,Mathematics,3.91,2,4,false,0.2192
423,25,Female,Biology,1.87,5,5,true,0.2342
424,24,Non-Binary,Mathematics,3.21,1,5,false,0.2279
425,22,Male,Education,3,2,4,false,0.2241
426,26,Female,Law,3.22,4,4,true,0.223
427,22,Female,Economics,3.63,4,4,true,0.2235
428,26,Male,Data Science,2.35,3,5,false,0.2238
429,28,Male,Nursing,2.67,2,4,false,0.231
430,23,Male,Law,2.87,2,4,false,0.2244
431,23,Male,Data Science,4,2,4,false,0.2494
432,21,Non-Binary,Law,2.64,5,5,true,0.2204
433,20,Non-Binary,Computer Science,3.48,1,4,false,0.2138
434,25,Male,Computer Science,2.85,3,4,false,0.2287
435,24,Male,Law,4,5,4,false,0.2513
436,20,Male,Economics,1.71,5,1,false,0.2289
437,19,Male,Computer Science,3.19,2,4,false,0.222
438,25,Female,Education,2.82,5,5,true,0.2322
439,18,Non-Binary,Psychology,2.65,3,1,false,0.2265
440,22,Female,Law,3.25,5,4,false,0.2149
441,21,Male,Mathematics,2.72,1,5,false,0.2212
442,20,Non-Binary,Law,2.74,4,1,false,0.2222
443,20,Male,Business,2.83,4,4,true,0.217
444,22,Male,Computer Science,2.52,3,5,false,0.2157
445,22,Female,Data Science,2.84,1,5,false,0.2164
446,21,Male,Data Science,2.67,2,4,false,0.2159
447,18,Non-Binary,Biology,2.33,1,1,true,0.2296
448,18,Female,Education,2.59,1,5,false,0.2235
449,18,Male,Nursing,3.13,3,4,false,0.2183
450,23,Female,Biology,2.93,2,5,false,0.2165
451,24,Non-Binary,Arts,2.96,2,4,false,0.2165
452,21,Female,Economics,2.9,5,5,true,0.2139
453,28,Male,Engineering,2.61,1,4,false,0.232
454,24,Female,Law,2.9,5,5,true,0.218
455,28,Female,Arts,1.9,3,5,false,0.2145
456,28,Non-Binary,Business,3.02,2,5,false,0.2279
457,25,Male,Arts,3.18,4,4,true,0.2405
458,25,Male,Law,3.62,1,4,false,0.2445
459,20,Non-Binary,Data Science,2.62,3,5,false,0.2192
460,20,Male,Nursing,3.42,4,4,true,0.2291
461,18,Female,Psychology,3.29,2,1,false,0.2194
462,27,Female,Nursing,2.1,5,5,true,0.2338
463,23,Male,Arts,2.41,2,4,false,0.2195
464,23,Non-Binary,Economics,3.86,2,4,false,0.2281
465,26,Female,Arts,2.91,5,4,false,0.2211
466,21,Male,Mathematics,2.84,3,5,false,0.2193
467,23,Non-Binary,Arts,3.33,5,4,false,0.2217
468,22,Female,Engineering,3,3,4,false,0.2122
469,22,Female,Economics,2.98,2,5,false,0.2143
470,25,Non-Binary,Computer Science,3.4,1,4,false,0.2225
471,23,Female,Biology,2.96,2,5,false,0.2159
472,18,Female,Mathematics,4,1,4,false,0.2196
473,21,Male,Nursing,3.78,3,4,false,0.2391
474,25,Non-Binary,Nursing,2.57,1,5,false,0.2281
475,22,Non-Binary,Computer Science,4,2,4,false,0.2286
476,20,Male,Computer Science,3.33,3,4,false,0.2267
477,26,Non-Binary,Law,2.75,4,5,false,0.2264
478,20,Male,Biology,3.75,1,4,false,0.2356
479,28,Female,Psychology,3.48,4,4,true,0.2319
480,21,Non-Binary,Computer Science,3.24,2,5,false,0.2126
481,25,Non-Binary,Computer Science,3.55,1,4,false,0.2255
482,19,Male,Economics,3.58,4,4,true,0.2294
483,25,Male,Nursing,2.94,1,4,false,0.2299
484,19,Male,Engineering,3.98,2,4,false,0.2406
485,28,Male,Mathematics,2.29,4,5,false,0.2367
486,20,Female,Education,2.56,4,5,false,0.2273
487,19,Male,Nursing,3.29,2,4,false,0.2234
488,21,Male,Economics,3.19,5,4,false,0.2259
489,27,Non-Binary,Education,3.57,3,4,false,0.2281
490,25,Male,Computer Science,2.98,5,4,false,0.2304
491,24,Male,Mathematics,2.64,1,5,false,0.2264
492,24,Non-Binary,Engineering,3.61,5,4,false,0.2271
493,19,Non-Binary,Law,2.83,5,1,false,0.2246
494,19,Female,Business,3.6,3,4,false,0.2147
495,24,Male,Education,2.97,2,4,false,0.2265
496,19,Male,Engineering,4,5,4,false,0.2408
497,18,Non-Binary,Biology,3.02,2,3,false,0.2203
498,27,Female,Mathematics,3.04,3,5,false,0.2299
499,21,Non-Binary,Economics,3.8,3,4,false,0.2215
500,25,Non-Binary,Mathematics,3.5,2,5,false,0.2245
501,27,Female,Law,4,3,4,false,0.2401
502,21,Male,Law,2.35,5,1,false,0.2211
503,26,Female,Nursing,3.02,4,5,false,0.2191
504,24,Male,Mathematics,3.92,2,4,false,0.2469
505,22,Male,Psychology,3.36,4,4,true,0.2319
506,18,Female,Nursing,3.07,4,1,false,0.2221
