StudentID,Age,Gender,Major,GPA,ActualYearOfStudy,PredictedYearOfStudy,IsCorrect,TopScore
189,19,Female,Economics,2.51,1,5,false,0.2128
190,19,Non-Binary,Mathematics,3.53,4,5,false,0.2278
191,20,Non-Binary,Biology,2.29,3,5,false,0.2468
192,18,Female,Mathematics,2.49,3,4,false,0.2306
193,26,Non-Binary,Nursing,3.08,1,5,false,0.2163
194,22,Female,Data Science,3.06,2,1,false,0.2265
195,25,Female,Nursing,3.75,4,2,false,0.2202
196,27,Female,Economics,3.16,3,2,false,0.2193
197,23,Non-Binary,Economics,3.04,5,5,true,0.2211
198,22,Female,Economics,3.55,3,2,false,0.2096
199,22,Male,Biology,2.4,1,5,false,0.2159
200,19,Male,Mathematics,2.99,5,4,false,0.2482
201,24,Female,Computer Science,3.39,2,1,false,0.2387
202,22,Non-Binary,Engineering,3.89,1,4,false,0.2258
203,24,Female,Arts,3.63,5,2,false,0.2614
204,26,Male,Psychology,2.53,4,1,false,0.2371
205,26,Male,Data Science,2.04,2,4,false,0.2184
206,28,Female,Economics,3.72,4,2,false,0.235
207,28,Female,Biology,2.97,4,2,false,0.2356
208,22,Male,Arts,3.44,3,2,false,0.2501
209,21,Male,Arts,3.23,5,2,false,0.2415
210,23,Female,Education,3.4,1,5,false,0.2327
211,20,Non-Binary,Arts,3.19,4,2,false,0.235
212,26,Female,Mathematics,1.84,2,4,false,0.235
213,23,Female,Mathematics,3.16,1,4,false,0.2365
214,19,Non-Binary,Computer Science,1.94,4,5,false,0.2323
215,25,Male,Biology,3.02,5,2,false,0.2281
216,26,Male,Education,3.03,4,5,false,0.2228
217,21,Male,Computer Science,3.2,2,1,false,0.2284
218,22,Non-Binary,Education,3.18,3,5,false,0.2521
219,27,Male,Engineering,3.46,4,4,true,0.2532
220,23,Non-Binary,Nursing,2.41,5,5,true,0.2251
221,19,Male,Psychology,2.88,2,1,false,0.2428
222,18,Female,Education,3.33,1,5,false,0.2344
223,20,Female,Nursing,4,2,2,true,0.2074
224,25,Non-Binary,Psychology,3.02,4,1,false,0.2236
225,28,Non-Binary,Nursing,2.58,1,5,false,0.2228
226,21,Female,Law,3.5,5,1,false,0.2651
227,24,Female,Economics,3.22,3,2,false,0.2099
228,19,Non-Binary,Biology,3.29,5,5,true,0.2329
229,18,Female,Engineering,3.88,4,4,true,0.2337
230,21,Non-Binary,Psychology,3.27,4,3,false,0.2341
231,28,Non-Binary,Engineering,3.47,4,2,false,0.2344
232,25,Male,Business,3.77,4,2,false,0.2257
233,28,Male,Law,2.62,3,1,false,0.2447
234,25,Male,Psychology,3.63,1,1,true,0.2336
235,26,Female,Engineering,3.1,3,4,false,0.2375
236,27,Male,Business,3.04,2,4,false,0.2224
237,27,Female,Education,4,4,2,false,0.2378
238,19,Non-Binary,Arts,2.56,5,3,false,0.2239
239,20,Non-Binary,Engineering,2.93,1,4,false,0.223
240,27,Male,Nursing,3.06,3,4,false,0.219
241,20,Female,Engineering,2.35,2,4,false,0.2324
242,27,Non-Binary,Engineering,2.1,3,4,false,0.2261
243,24,Female,Mathematics,3.56,1,4,false,0.2382
244,18,Male,Law,2.85,2,1,false,0.2553
245,25,Female,Psychology,2.68,4,1,false,0.2536
246,20,Non-Binary,Education,2.85,4,5,false,0.2571
247,28,Female,Economics,3.24,4,2,false,0.2246
248,24,Non-Binary,Engineering,3.52,1,4,false,0.2265
249,21,Female,Computer Science,2.47,2,1,false,0.2467
250,18,Male,Nursing,1.98,2,3,false,0.2282
251,22,Female,Biology,3.03,5,5,true,0.2208
252,18,Male,Computer Science,4,2,1,false,0.2284
253,19,Female,Economics,2.37,1,5,false,0.2146
254,27,Male,Engineering,3.52,5,4,false,0.2532
255,18,Female,Education,3.65,4,5,false,0.23
256,20,Female,Biology,3.5,2,2,true,0.2173
257,21,Male,Computer Science,1.82,2,1,false,0.2341
258,20,Female,Computer Science,2.99,4,1,false,0.2458
259,25,Non-Binary,Mathematics,2.84,5,5,true,0.2369
260,26,Male,Computer Science,2.36,4,1,false,0.2261
261,28,Non-Binary,Arts,2.04,3,2,false,0.2413
262,23,Male,Biology,3.62,5,2,false,0.2337
263,20,Non-Binary,Business,3.47,4,5,false,0.2391
264,20,Non-Binary,Law,2.94,5,1,false,0.2377
265,26,Female,Biology,3.93,5,2,false,0.2498
266,24,Male,Computer Science,3.95,4,1,false,0.2211
267,27,Female,Computer Science,3.12,5,1,false,0.236
268,27,Non-Binary,Arts,2.69,5,2,false,0.2519
269,25,Female,Arts,3.32,3,2,false,0.2584
270,27,Female,Nursing,3.34,5,2,false,0.2189
271,19,Non-Binary,Data Science,3.05,3,5,false,0.22
272,21,Female,Law,2.74,2,1,false,0.2682
273,20,Non-Binary,Economics,2.97,5,5,true,0.2221
274,23,Non-Binary,Nursing,3.28,2,3,false,0.217
275,26,Non-Binary,Economics,3.82,3,2,false,0.2286
276,27,Non-Binary,Computer Science,2.68,5,5,true,0.2242
277,26,Non-Binary,Computer Science,4,1,5,false,0.2074
278,19,Female,Arts,3.22,2,2,true,0.2323
279,24,Male,Data Science,3.91,3,4,false,0.2207
280,19,Female,Computer Science,3.43,2,1,false,0.2451
281,28,Male,Psychology,1.41,4,1,false,0.2391
282,22,Female,Data Science,2.69,2,1,false,0.2282
283,20,Male,Business,4,5,4,false,0.2202
284,27,Female,Economics,3.18,5,2,false,0.2197
285,24,Female,Biology,3.83,4,2,false,0.2396
286,25,Female,Law,3.15,1,1,true,0.2615
287,25,Non-Binary,Economics,3.8,3,2,false,0.2244
288,26,Male,Psychology,3.5,2,1,false,0.2331
289,19,Male,Business,3.61,2,4,false,0.219
290,20,Male,Data Science,3.77,3,4,false,0.2178
291,19,Female,Mathematics,4,1,4,false,0.2357
292,23,Female,Computer Science,2.74,4,1,false,0.2431
293,20,Male,Economics,3.77,2,4,false,0.2196
294,21,Female,Biology,3.2,2,5,false,0.2186
295,28,Male,Mathematics,4,4,4,true,0.2567
296,25,Male,Business,2.99,5,4,false,0.2213
297,27,Non-Binary,Law,2.6,2,5,false,0.2321
298,22,Male,Psychology,3.34,5,1,false,0.2381
299,21,Female,Computer Science,3.2,3,1,false,0.2436
300,27,Non-Binary,Engineering,1.77,4,4,true,0.2255
301,24,Male,Education,3.41,1,4,false,0.2221
302,24,Non-Binary,Law,2.56,5,1,false,0.2348
303,21,Female,Engineering,3.09,4,4,true,0.2345
304,22,Non-Binary,Mathematics,3.83,4,4,true,0.2261
305,22,Female,Economics,2.99,3,5,false,0.2068
306,26,Male,Business,1.92,2,5,false,0.2291
307,23,Male,Business,2.86,2,4,false,0.2199
308,18,Female,Biology,2.6,3,5,false,0.2268
309,28,Male,Engineering,3.27,1,4,false,0.2536
310,26,Female,Mathematics,2.09,5,4,false,0.2357
311,24,Male,Psychology,3.13,1,1,true,0.2368
312,21,Male,Education,3.2,2,5,false,0.2214
313,26,Female,Mathematics,2.92,5,4,false,0.238
314,28,Male,Psychology,3.49,5,4,false,0.2329
315,20,Non-Binary,Arts,3.24,1,2,false,0.2361
316,24,Female,Mathematics,3.13,4,4,true,0.2372
317,28,Non-Binary,Law,2.7,3,5,false,0.231
318,26,Non-Binary,Psychology,4,2,1,false,0.219
319,18,Female,Law,3.99,4,1,false,0.2666
320,18,Male,Arts,3.74,1,2,false,0.2407
321,25,Non-Binary,Nursing,2.82,1,5,false,0.2197
322,25,Male,Economics,3.42,1,4,false,0.2221
323,26,Non-Binary,Data Science,3.15,1,5,false,0.2189
324,22,Male,Psychology,3.02,5,1,false,0.2393
325,18,Male,Education,3.32,3,5,false,0.2202
326,23,Non-Binary,Nursing,2.94,5,3,false,0.2187
327,25,Female,Computer Science,3.75,3,1,false,0.2356
328,23,Male,Data Science,2.54,4,4,true,0.2173
329,23,Non-Binary,Mathematics,3.17,3,5,false,0.2325
330,20,Non-Binary,Mathematics,3.55,5,5,true,0.2276
331,22,Female,Nursing,2.85,5,5,true,0.205
332,28,Female,Computer Science,3.74,3,1,false,0.2314
333,27,Female,Arts,3.62,3,2,false,0.2738
334,19,Female,Nursing,3.52,1,3,false,0.2059
335,24,Non-Binary,Business,3.84,5,5,true,0.2331
336,23,Non-Binary,Computer Science,2.68,2,5,false,0.2239
337,27,Female,Mathematics,2.75,2,4,false,0.2382
338,19,Female,Nursing,2.67,2,3,false,0.21
339,23,Non-Binary,Data Science,2.59,3,5,false,0.2262
340,18,Non-Binary,Mathematics,3.23,2,5,false,0.2317
341,19,Male,Business,2.48,1,5,false,0.2223
342,19,Non-Binary,Nursing,3.09,5,3,false,0.2306
343,25,Female,Psychology,2.7,4,1,false,0.2536
344,28,Male,Education,2.76,3,5,false,0.2261
345,18,Female,Arts,3.34,1,2,false,0.231
346,24,Female,Education,3.49,4,5,false,0.2312
347,25,Female,Business,3.83,4,2,false,0.2246
348,24,Female,Business,4,4,2,false,0.2246
349,24,Non-Binary,Psychology,3.8,3,3,true,0.2231
350,26,Non-Binary,Data Science,3.3,1,5,false,0.217
351,28,Non-Binary,Economics,2.36,2,5,false,0.2299
352,19,Male,Computer Science,2.93,5,1,false,0.232
353,23,Male,Law,2.92,4,1,false,0.2494
354,22,Female,Psychology,3.2,5,1,false,0.2549
355,27,Male,Computer Science,3.49,1,4,false,0.2204
356,23,Non-Binary,Engineering,2.45,3,4,false,0.2241
357,27,Female,Education,3.83,5,2,false,0.234
358,18,Female,Arts,2.84,1,2,false,0.2205
359,25,Non-Binary,Economics,3.58,3,2,false,0.2197
360,28,Male,Arts,3.45,5,2,false,0.2752
361,22,Female,Business,2.33,2,5,false,0.238
362,21,Female,Data Science,2.4,1,1,true,0.2306
363,26,Male,Education,3.62,3,2,false,0.2279
364,25,Male,Engineering,3.5,1,4,false,0.2522
365,22,Male,Economics,3.14,3,4,false,0.2199
366,27,Male,Psychology,2.9,3,1,false,0.2345
367,23,Female,Economics,3.06,2,4,false,0.2067
368,19,Male,Law,2.9,4,1,false,0.254
369,24,Female,Computer Science,3.04,2,1,false,0.2404
370,28,Male,Nursing,1.24,1,4,false,0.2163
371,18,Female,Nursing,3.51,2,3,false,0.2089
372,21,Female,Nursing,3.07,3,5,false,0.2023
373,23,Non-Binary,Mathematics,2.18,3,5,false,0.2459
374,20,Male,Engineering,4,1,4,false,0.2496
375,26,Female,Mathematics,3.1,2,4,false,0.2384
376,26,Female,Computer Science,2.68,1,1,true,0.2394
377,23,Non-Binary,Law,3.53,2,1,false,0.2324
378,28,Female,Psychology,3.64,5,1,false,0.246
379,24,Female,Biology,2.76,5,5,true,0.2242
380,23,Male,Arts,2.97,2,2,true,0.2438
381,25,Male,Mathematics,2.98,5,4,false,0.2529
382,19,Male,Economics,3.14,2,4,false,0.2179
383,27,Non-Binary,Mathematics,2.67,1,5,false,0.2391
384,27,Male,Nursing,3.52,3,2,false,0.2244
385,24,Male,Data Science,2.82,5,4,false,0.2187
386,24,Male,Education,3.84,3,2,false,0.2254
387,24,Non-Binary,Education,1.74,3,5,false,0.2735
388,19,Male,Business,3.18,5,4,false,0.2181
389,26,Female,Law,3.3,5,1,false,0.2595
390,21,Male,Nursing,3.21,2,4,false,0.2153
391,19,Non-Binary,Law,3.25,2,1,false,0.2377
392,19,Male,Data Science,3.11,5,4,false,0.2156
393,24,Male,Engineering,3.26,4,4,true,0.2514
394,24,Male,Business,2.54,4,5,false,0.221
395,27,Female,Computer Science,3.52,5,1,false,0.234
396,26,Male,Engineering,2.75,4,4,true,0.252
397,23,Non-Binary,Arts,3.44,3,2,false,0.2527
398,20,Male,Biology,3.09,3,2,false,0.2113
399,24,Female,Law,3.12,2,1,false,0.2629
400,28,Female,Law,3.51,1,1,true,0.2558
401,20,Female,Arts,2.63,2,2,true,0.2236
402,18,Non-Binary,Nursing,3.12,2,3,false,0.2336
403,27,Male,Engineering,2.99,5,4,false,0.2528
404,25,Female,Computer Science,3.28,2,1,false,0.2379
405,18,Female,Law,2.44,4,1,false,0.2728
406,25,Non-Binary,Computer Science,2.54,3,5,false,0.2259
407,23,Male,Economics,3.17,2,4,false,0.2206
408,27,Female,Engineering,1.88,4,4,true,0.2363
409,18,Female,Engineering,3.24,1,4,false,0.2327
410,18,Female,Data Science,3.23,3,1,false,0.2307
411,21,Non-Binary,Arts,3.52,2,2,true,0.2463
412,24,Non-Binary,Nursing,4,2,2,true,0.2202
413,27,Male,Law,2.94,2,1,false,0.2445
414,18,Non-Binary,Law,2.31,4,1,false,0.2415
415,28,Non-Binary,Computer Science,3.84,2,5,false,0.2093
416,22,Non-Binary,Psychology,2.57,3,3,true,0.2338
417,28,Non-Binary,Biology,2.82,5,5,true,0.2384
418,22,Female,Engineering,2.9,3,4,false,0.2348
419,27,Non-Binary,Economics,2.55,3,5,false,0.2274
420,23,Male,Law,1.99,1,1,true,0.2531
421,22,Male,Arts,2.49,4,2,false,0.2295
422,19,Non-Binary,Mathematics,3.91,2,4,false,0.2242
423,25,Female,Biology,1.87,5,5,true,0.2364
424,24,Non-Binary,Mathematics,3.21,1,5,false,0.232
425,22,Male,Education,3,2,5,false,0.224
426,26,Female,Law,3.22,4,1,false,0.2599
427,22,Female,Economics,3.63,4,2,false,0.2112
428,26,Male,Data Science,2.35,3,4,false,0.2191
429,28,Male,Nursing,2.67,2,4,false,0.2191
430,23,Male,Law,2.87,2,1,false,0.2496
431,23,Male,Data Science,4,2,4,false,0.2202
432,21,Non-Binary,Law,2.64,5,1,false,0.2377
433,20,Non-Binary,Computer Science,3.48,1,1,true,0.2158
434,25,Male,Computer Science,2.85,3,1,false,0.2251
435,24,Male,Law,4,5,1,false,0.2433
436,20,Male,Economics,1.71,5,4,false,0.2153
437,19,Male,Computer Science,3.19,2,1,false,0.2309
438,25,Female,Education,2.82,5,5,true,0.2406
439,18,Non-Binary,Psychology,2.65,3,3,true,0.2455
440,22,Female,Law,3.25,5,1,false,0.2649
441,21,Male,Mathematics,2.72,1,4,false,0.2491
442,20,Non-Binary,Law,2.74,4,1,false,0.2383
443,20,Male,Business,2.83,4,4,true,0.218
444,22,Male,Computer Science,2.52,3,1,false,0.2302
445,22,Female,Data Science,2.84,1,1,true,0.2275
446,21,Male,Data Science,2.67,2,4,false,0.2161
447,18,Non-Binary,Biology,2.33,1,5,false,0.2461
448,18,Female,Education,2.59,1,5,false,0.2446
449,18,Male,Nursing,3.13,3,3,true,0.2225
450,23,Female,Biology,2.93,2,5,false,0.222
451,24,Non-Binary,Arts,2.96,2,2,true,0.2459
452,21,Female,Economics,2.9,5,5,true,0.208
453,28,Male,Engineering,2.61,1,4,false,0.253
454,24,Female,Law,2.9,5,1,false,0.2639
455,28,Female,Arts,1.9,3,2,false,0.2386
456,28,Non-Binary,Business,3.02,2,5,false,0.2441
457,25,Male,Arts,3.18,4,2,false,0.2565
458,25,Male,Law,3.62,1,1,true,0.2439
459,20,Non-Binary,Data Science,2.62,3,5,false,0.2255
460,20,Male,Nursing,3.42,4,4,true,0.215
461,18,Female,Psychology,3.29,2,1,false,0.2589
462,27,Female,Nursing,2.1,5,5,true,0.2142
463,23,Male,Arts,2.41,2,2,true,0.2317
464,23,Non-Binary,Economics,3.86,2,2,true,0.2183
465,26,Female,Arts,2.91,5,2,false,0.2531
466,21,Male,Mathematics,2.84,3,4,false,0.2494
467,23,Non-Binary,Arts,3.33,5,2,false,0.2502
468,22,Female,Engineering,3,3,4,false,0.235
469,22,Female,Economics,2.98,2,5,false,0.2069
470,25,Non-Binary,Computer Science,3.4,1,5,false,0.215
471,23,Female,Biology,2.96,2,5,false,0.2216
472,18,Female,Mathematics,4,1,4,false,0.235
473,21,Male,Nursing,3.78,3,4,false,0.2163
474,25,Non-Binary,Nursing,2.57,1,5,false,0.223
475,22,Non-Binary,Computer Science,4,2,1,false,0.2114
476,20,Male,Computer Science,3.33,3,1,false,0.2291
477,26,Non-Binary,Law,2.75,4,1,false,0.232
478,20,Male,Biology,3.75,1,2,false,0.2252
479,28,Female,Psychology,3.48,4,1,false,0.2467
480,21,Non-Binary,Computer Science,3.24,2,5,false,0.2168
481,25,Non-Binary,Computer Science,3.55,1,5,false,0.2131
482,19,Male,Economics,3.58,4,4,true,0.2187
483,25,Male,Nursing,2.94,1,4,false,0.2176
484,19,Male,Engineering,3.98,2,4,false,0.249
485,28,Male,Mathematics,2.29,4,4,true,0.2534
486,20,Female,Education,2.56,4,5,false,0.245
487,19,Male,Nursing,3.29,2,3,false,0.2185
488,21,Male,Economics,3.19,5,4,false,0.2193
489,27,Non-Binary,Education,3.57,3,5,false,0.2452
490,25,Male,Computer Science,2.98,5,1,false,0.2245
491,24,Male,Mathematics,2.64,1,4,false,0.2513
492,24,Non-Binary,Engineering,3.61,5,4,false,0.2266
493,19,Non-Binary,Law,2.83,5,1,false,0.239
494,19,Female,Business,3.6,3,5,false,0.2212
495,24,Male,Education,2.97,2,5,false,0.2241
496,19,Male,Engineering,4,5,4,false,0.249
497,18,Non-Binary,Biology,3.02,2,5,false,0.2366
498,27,Female,Mathematics,3.04,3,4,false,0.2389
499,21,Non-Binary,Economics,3.8,3,5,false,0.2113
500,25,Non-Binary,Mathematics,3.5,2,5,false,0.2279
501,27,Female,Law,4,3,1,false,0.2547
502,21,Male,Law,2.35,5,1,false,0.254
503,26,Female,Nursing,3.02,4,2,false,0.2087
504,24,Male,Mathematics,3.92,2,4,false,0.2542
505,22,Male,Psychology,3.36,4,1,false,0.238
506,18,Female,Nursing,3.07,4,3,false,0.2111
